JURISDICCION;OBJETIVO;EJE1;EJE2;NOMBRE_PROYECTO;DESCRIPCION_PROYECTO;FECHA_INICIO;FECHA_FIN;ETIQUETA;BARRIO
MINISTERIO DE DESARROLLO HUMANO Y HABITAT;DAR RESPUESTA ANTE LAS SITUACIONES DE EMERGENCIA SOCIAL.;INTEGRACION SOCIAL;;CENTROS DE INTERVENCIONES ASISTENCIALES COMUNITARIAS (CIAC);LOS DISPOSITIVOS TERRITORIALES BRINDAN ASISTENCIA TERAPEUTICA, PREVENCION Y ORIENTACION A PERSONAS CON CONSUMO PROBLEMATICO DE SUSTANCIAS PSICOACTIVAS, COMO ASI TAMBIEN A SUS FAMILIARES Y ALLEGADOS. EL ABORDAJE SE REALIZA DE MANERA ARTICULADA CON ORGANIZACIONES SOCIALES BARRIALES E INSTITUCIONES EDUCATIVAS, QUE TRABAJAN SOBRE LA MISMA TEMATICA, OFRECIENDO APOYO Y CONTENCION A TRAVES DE ATENCION INDIVIDUAL Y GRUPAL AMBULATORIA DE DISTINTA INTENSIDAD. ESTOS CENTROS CUENTAN CON DIFERENTES RECURSOS Y MODALIDADES TERAPEUTICAS PARA EL ABORDAJE DE CASOS: ASISTENCIA EN LA PROBLEMATICA DE CONSUMO DE SUSTANCIAS PSICOACTIVAS, GRUPOS DE APOYO, SE REALIZA INTERVENCION TEMPRANA, TRABAJO COMUNITARIO Y REINSERCION SOCIAL. ASIMISMO, SE DESARROLLAN ACCIONES PARA LA PREVENCION.;15/2/2017;30/4/2017;SALUD/ INTEGRACION SOCIAL Y URBANA;
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE;REGENERAR EL ESPACIO PUBLICO PARA PROMOVER EL DESARROLLO SOSTENIBLE DE CABA.;ESCALA HUMANA;;SOLUCIONES HABITACIONALES EN LA EX AUTOPISTA 3;EL PROGRAMA PROMUEVE EL DESARROLLO DE VIVIENDAS Y ESPACIOS VERDES PARA CREAR UN NUEVO BARRIO QUE RECUPERARA EL TEJIDO URBANO Y SOCIAL SOBRE EL TRAZADO DE LA EX AU 3. EL PROYECTO ABARCA UN PLAN DE SOLUCIONES HABITACIONALES PARA LA REINSERCION Y EL DESARROLLO SOCIAL DE LAS FAMILIAS QUE VIVEN EN EL LUGAR.;8/6/2016;31/12/2018;VIVIENDA/ INTEGRACION SOCIAL Y URBANA;
SECRETARIA DE PLANIFICACION, EVALUACION Y COORDINACION DE GESTION;PROMOVER NUEVAS TEMATICAS TRANSVERSALES Y UNA MIRADA INNOVADORA EN LAS AREAS PARA TRAER NUEVAS IDEAS.;CREATIVIDAD;;VINCULO DE IMPACTO SOCIAL;"EL VIS TIENE EL OBJETIVO DE PROMOVER LA INSERCION LABORAL DE JOVENES ENTRE 17 Y 24 AÑOS DE LA ZONA SUR DE LA CIUDAD, QUE TENGAN UNA ALTA VULNERABILIDAD LABORAL. ESTE INSTRUMENTO PERMITE APALANCAR EL TRABAJO QUE EL GOBIERNO YA ESTA REALIZANDO SOBRE EMPLEABILIDAD CON UN ENFOQUE DISTINTO, ESCALANDO INICIATIVAS EFECTIVAS DE OSCS E INNOVANDO EN EL DISEÑO DE SUS PROGRAMAS. EN PARTICULAR, EL VIS PERMITE INCORPORAR LA GESTION POR RESULTADOS EN EL DESARROLLO DE POLITICAS PUBLICAS; ABORDAR UNA PROBLEMATICA PRIORITARIA CON UN MODELO INNOVADOR DE CONTRATACION Y FINANCIAMIENTO QUE NO REQUIERE UNA INVERSION INICIAL POR PARTE DEL GOBIERNO; PROFUNDIZAR LAS COLABORACIONES INTERSECTORIALES, COORDINANDO LAS ACCIONES DEL GCBA Y LAS ORGANIZACIONES DE LA SOCIEDAD CIVIL EN EL DISEÑO Y EJECUCION DE PROGRAMAS.";2/1/2017;30/4/2021;JOVENES/ TRABAJO/ INTEGRACION SOCIAL Y URBANA/ EDUCACION;
ENTE AUTARQUICO TEATRO COLON;BRINDAR UNA OFERTA CULTURAL Y ARTISTICA DE NIVEL Y CALIDAD INCREMENTANDO LA CANTIDAD DE PUBLICO.;DISFRUTE;ESCALA HUMANA;EJECUCION TEMPORADA 2017;COMO CADA AÑO, EL TEATRO COLON CONVOCA A FIGURAS DESTACADAS EN EL MUNDO, QUE ENGALANAN EL ESCENARIO ASEGURANDO LA EXCELENCIA QUE LO DEFINE. CON VERSIONES CLASICAS QUE CAUTIVAN AL PUBLICO DE TODOS LOS TIEMPOS Y NUEVAS PROPUESTAS ARTISTICAS VANGUARDISTAS, EL TEATRO COLON ASEGURA UN ENCUENTRO UNICO CON EL ARTE Y LA CULTURA.                                               ESTE AÑO LA TEMPORADA CUENTA CON 8 TITULOS DE OPERA, 6 DE BALLET, 17 FUNCIONES DE LA OFBA, EL FESTIVAL BARENBOIM, EL ABONO VERDE, EL ABONO FAMILIAR, FUNCIONES GRATUITAS DE INTERPRES ARGENTINOS, ENTRE OTROS ESPECTACULOS Y PROPUESTAS. ADEMAS ESTE AÑO SE INCREMENTARON LAS FUNCIONES DE BALLET.;18/2/2017;31/12/2017;CULTURA;
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;LOGRAR UNA MEJOR CALIDAD Y USO DEL ESPACIO PUBLICO CON ACCIONES QUE PROMUEVAN SU CORRECTO DESARROLLO Y USO, Y CONSOLIDEN A LA CIUDAD DE BUENOS AIRES COMO UNA CIUDAD A ESCALA HUMANA.;ESCALA HUMANA;;CENTRO COMERCIAL A CIELO ABIERTO, PROVISION E INSTALACION DE FAROLAS ORNAMENTALES;EN EL MARCO DEL PLAN DE PUESTA EN VALOR DE CENTROS COMERCIALES A CIELO ABIERTO, ESTA OBRA TIENE COMO PRINCIPAL OBJETIVO REFORZAR EL ALUMBRADO DE CARACTER PEATONAL Y EMBELLECER EL ESPACIO PUBLICO A TRAVES DE LA INCORPORACION DE FAROLAS DE ESTILO HISTORICAS. LA INTERVENCION PROYECTADA SE LLEVARA A CABO EN LA AV. CORDOBA, EN EL BOULEVARD DE LA AV. RIESTRA Y EN LA AV. SARMIENTO. A SU VEZ, EN ESTA ULTIMA UBICACION, SE PROCEDERA A RENOVAR EL SOLADO CON HORMIGON PEINADO Y PANES DE CESPED EN EL SECTOR ESPECIFICO DE PLAZA SEEBER (AV. SARMIENTO ENTRE AV. COLOMBIA Y AV. DEL LIBERTADOR).;1/5/2016;2/5/2017;ESPACIO PUBLICO;
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;LOGRAR UNA MEJOR CALIDAD Y USO DEL ESPACIO PUBLICO CON ACCIONES QUE PROMUEVAN SU CORRECTO DESARROLLO Y USO, Y CONSOLIDEN A LA CIUDAD DE BUENOS AIRES COMO UNA CIUDAD A ESCALA HUMANA.;ESCALA HUMANA;;FERIAS ITINERANTES DE ABASTECIMIENTO BARRIAL;ESTE PROYECTO PREVE LA REALIZACION DE TAREAS DE MANTENIMIENTO EN LAS 27 FERIAS ITINERANTES DE ABASTECIMIENTO BARRIAL QUE ACTUALMENTE FUNCIONAN EN LA CIUDAD.;1/1/2018;31/12/2018;ESPACIO PUBLICO/ TRABAJO;
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;LOGRAR UNA MEJOR CALIDAD Y USO DEL ESPACIO PUBLICO CON ACCIONES QUE PROMUEVAN SU CORRECTO DESARROLLO Y USO, Y CONSOLIDEN A LA CIUDAD DE BUENOS AIRES COMO UNA CIUDAD A ESCALA HUMANA.;ESCALA HUMANA;;NORMALIZACION DE LA FERIA DE INTERES SOCIAL N°1;ESTE PROYECTO BUSCA AJUSTAR LA FERIA DE INTERES SOCIAL N°1 A LAS NORMATIVAS VIGENTES. PARA ELLO, SE USARAN CARPAS ESTANDAR, SE PLOTEARAN LOS TRAILERS Y SE GESTIONARA LA NORMALIZACION DEL EXPENDIO POR UN SISTEMA MAS EFICIENTE Y ESTETICAMENTE ACORDE AJUSTADO A NORMATIVA.;1/1/2018;1/10/2018;ESPACIO PUBLICO;
MINISTERIO DE DESARROLLO HUMANO Y HABITAT;GARANTIZAR LA IGUALDAD DE OPORTUNIDADES PARA PERSONAS EN SITUACION DE VULNERABILIDAD.;INTEGRACION SOCIAL;;CENTRO DE APOYO PARA LA INCLUSION EDUCATIVA;"EL CENTRO DE APOYO PARA LA INCLUSION EDUCATIVA DE ALUMNOS CON DISCAPACIDAD TIENE COMO OBJETIVO PROVEER LOS APOYOS NECESARIOS PARA GARANTIZAR EL DERECHO A LA EDUCACION DE CALIDAD. POSEE TRES GRANDES PROYECTOS: UNO DE DOTACION DE SISTEMAS AUMENTATIVOS/ ALTERNATIVOS DE COMUNICACION A 100 ALUMNOS INCLUIDOS EN ESCUELAS PUBLICAS COMUNES DE LA CIUDAD; UNA PAGINA WEB DE LIBROS ESCOLARES ACCESIBLES PARA PERSONAS CON DISCAPACIDAD VISUAL Y OTRAS RELACIONADAS A LA LECTURA (WWW.LIBROSESCOLARES.BUENOSAIRES.GOB.AR); Y UN REGISTRO DE PROFESIONALES DE LA EDUCACION Y LA SALUD APTOS PARA CUMPLIR EL ROL DE MESTRO INTERGRADOR EN ESCUELAS PUBLICAS Y PRIVADAS DE CABA SEGUN LA NORMATIVA MUNICIPAL Y NACIONAL.";1/7/2016;30/3/2017;INTEGRACION SOCIAL Y URBANA/ EDUCACION/ DERECHOS;
MINISTERIO DE DESARROLLO HUMANO Y HABITAT;CREAR LAS CONDICIONES QUE GARANTICEN LA INTEGRACION URBANA Y LA PARTICIPACION COMUNITARIA A TRAVES DE LA GESTION SOCIAL DEL HABITAT.;INTEGRACION SOCIAL;;OBRAS VILLA 1-11-14 FC;OBRAS EN VILLA 1-11-14EN EL BARRIO 1-11-14 SE ESTAN REALIZANDO OBRAS CUYO OBJETIVO PRINCIPAL ES EL REACONDICIONAMIENTO DE LAS REDES DE INFRAESTRUCTURA CLOACAL Y PLUVIAL. ENTRE OTRAS:1. EJE VARELA: SU OBJETIVO PRINCIPAL CONSISTE EN EL MEJORAMIENTO DEL ESPACIO PUBLICO OPTIMIZANDO LA CIRULACION PEATONAL Y VEHICULAR. COMPLEMETARIAMENTE SE REALIZARA EL TENDIDO DE CAÑERIAS PLUVIALES Y CLOACALES. 2. CANCHA PARAGUAYOS: CUYO OBJETIVO PRINCIPAL ES LA PUESTA EN VALOR DE LA CANCHA. SE REALIZARA UN NUEVO SOLADO, SE PONDRAN REJAS Y SE CREARAN ESPACIOS DE DESCANSO. COMPLEMENTARIAMENTE, SE REPARARA LA RED PLUVIAL Y CLOACAL DE LOS VECINOS FRENTISTAS. 3. CANCHA VARELA: EL OBJETIVO PRINCIPAL ES EL ORDENAMIENTO DEL ESPACIO PUBLICO Y PARA ESTO SE REALIZARAN MEJORAS EN LAS VEREDAS Y FACHADAS.;3/2/2017;28/2/2018;INTEGRACION SOCIAL Y URBANA/ DERECHOS/ ESPACIO PUBLICO/ OBRAS PUBLICAS/ DEPORTES;FLORES
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE;REGENERAR EL ESPACIO PUBLICO PARA PROMOVER EL DESARROLLO SOSTENIBLE DE CABA.;ESCALA HUMANA;;DIQUE 0;EL PROYECTO SE ENCONTRARA BAJO LA TRAZA DE LA AUTOPISTA BUENOS AIRES - LA PLATA, DONDE CONVERGERAN USOS GASTRONOMICOS, DE EQUIPAMIENTO Y ENTRETENIMIENTO A MODO DE PASEO LINEAL.PREVE LA INTERVENCION Y RECONFIGURACION DE DOS PLAZAS ABIERTAS CON ACCESO AL BORDE COSTERO Y TAMBIEN INTEGRARA EL BAJO AUTOPISTA CORRESPONDIENTES A LA AU BS AS - LA PLATA CON SENDEROS Y NIVELACIONES DE CRUCES.;1/1/2017;28/5/2018;ESPACIO PUBLICO;LA BOCA
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE;REGENERAR EL ESPACIO PUBLICO PARA PROMOVER EL DESARROLLO SOSTENIBLE DE CABA.;ESCALA HUMANA;;CREACION DE UN NUEVO ESPACIO PUBLICO Y VERDE EN LA MANZANA 66;A PARTIR DE UN TRABAJO SOSTENIDO CON LOS VECINOS DEL AREA E INSTANCIAS CONJUNTAS DE DISEÑO PARTICIPATIVO, SE CREARA UNA MANZANA DE ESPACIO PUBLICO Y VERDE EN EL BARRIO DE BALVANERA, COMPLEMENTADO CON UNA NUEVA ESCUELA. SE CONSTRUIRAN 2500 M2  DE NUEVO ESPACIO PUBLICO.;17/1/2017;31/1/2019;ESPACIO PUBLICO ;BALVANERA
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE;REGENERAR EL ESPACIO PUBLICO PARA PROMOVER EL DESARROLLO SOSTENIBLE DE CABA.;ESCALA HUMANA;;PARQUE DE LA ESTACION;EL PARQUE DE LA ESTACION ES UN PROYECTO QUE CONTEMPLA LA CREACION DE UN PARQUE PUBLICO EN LOS TERRENOS DE LA ESTACION 11 DE SEPTIEMBRE DEL FERROCARRIL SARMIENTO Y LA RECUPERACION DEL GALPON FERROVIARIO QUE SE ENCUENTRA EN SUS INMEDIACIONES PARA USOS CULTURALES, DEPORTIVOS Y COMUNITARIOS. LA IDEACION Y EL DISEÑO DEL PROYECTO DE ESPACIO PUBLICO SE REALIZARON A TRAVES DE UN INTENSO PROCESO PARTICIPATIVO.;6/10/2016;1/3/2019;OBRAS PUBLICAS/ ESPACIO PUBLICO;BALVANERA
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE;EJECUTAR EL PLAN PLURIANUAL HIDRAULICO.;ESCALA HUMANA;;PROYECTO CILDAÑEZ;OBRAS DE CONSTRUCCION DEL AREA DE RETENCION TRANSITORIA DE EXCEDENTES HIDRICOS EN RAMAL ASTURIA SUR, VILLA 6 Y NAGERA QUE TIENEN COMO FINALIDAD CONTRIBUIR A PREVENIR Y MITIGAR LAS INUNDACIONES QUE FRECUENTEMENTE AFECTAN LA CIUDAD DE BUENOS AIRES, EN ESTE CASO A UN AREA IMPORTANTE DE LA COMUNA 8.;3/8/2016;14/5/2018;OBRAS PUBLICAS/ INTEGRACION SOCIAL Y URBANA;VILLA SOLDATI
MINISTERIO DE DESARROLLO HUMANO Y HABITAT;CREAR LAS CONDICIONES QUE GARANTICEN LA INTEGRACION URBANA Y LA PARTICIPACION COMUNITARIA A TRAVES DE LA GESTION SOCIAL DEL HABITAT.;INTEGRACION SOCIAL;;OBRAS VILLA 15 FC;OBRAS EN VILLA 15EN EL BARRIO 15 SE ESTAN REALIZANDO OBRAS CUYO OBJETIVO PRINCIPAL ES EL MEJORAMIENTO DEL ESPACIOS PUBLICOS EXISTENTES Y MEJORAMIENTO DE LA INFRAESTRUCTURA CLOACAL Y PLUVIAL. ENTRE OTRAS:1. EJE RADIAL: SU OBJETIVO PRINICPAL ES EL ORDENAMIENTO DEL ESPACIO PUBLICO Y LA MEJORA DEL SISTEMA PLUVIAL. PARA TAL FIN SE REALIZARA LA CALZADA VEHICULAR Y VEREDAS. COMPLEMENTARIAMENTE SE REALIZARAN REPARACIONES DEL SISTEMA DE AGUA Y CLOACAS. 2. EJE FERROVIARIO: SU OBJETIVO PRINCIPAL CONSISTE EN EL TENDIDO DE INFRAESTRUCTURA Y EL ORDENAMIENTO DEL ESAPACIO PUBLICO. PARA ELLO SE EJECUTARAN LAS SIGUIENTES TAREAS: CAÑERIA DE AGUA POTABLE, DESAGUES CLOACALES Y PLUVIALES, ALUMBRADO PUBLICO, PUESTA EN VALOR DE PLAZA Y EJECUCION DE CALZADA VEHICULAR Y VEREDAS. 3. ENTORNO ELEFANTA EJE ROSA: SU OBJETIVO CONSISTE EN EL MEJORAMIENTO INTEGRAL DE LA ZONA. PARA ELLO SE INSTALARA LA RED CLOACAL, LA RED PLUVIAL, LA RED DE AGUA POTABLE, LA RED ELECTRICA, LA CALZADA VEHICULAR Y PEATONAL, ALUMBRADO PUBLICO Y MEJORAMIENTO DE ESPACIOS PUBLICOS EXISTENTES.;3/3/2017;31/3/2018;INTEGRACION SOCIAL Y URBANA/ DERECHOS/ ESPACIO PUBLICO/ OBRAS PUBLICAS/ DEPORTES;VILLA LUGANO
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE;REGENERAR EL ESPACIO PUBLICO PARA PROMOVER EL DESARROLLO SOSTENIBLE DE CABA.;ESCALA HUMANA;;PLAN HIDRAULICO: OBRA AUSTRIA, ETAPAS I Y II;ES UN CONDUCTO QUE SIRVE COMO ALIVIADOR DE LOS EXISTENTES PARA MEJORAR SU CAPACIDAD DE CONDUCCION Y LA DEL COLECTOR GENERAL DE DESAGÜES.;26/5/2015;30/1/2018;OBRAS PUBLICAS;
SECRETARIA DE INTEGRACION SOCIAL Y URBANA - BARRIO 31;MEJORAR LA DISPONIBILIDAD, ACCESO Y CALIDAD EN SALUD Y EDUCACION PARA LOS VECINOS DEL BARRIO 31.;INTEGRACION SOCIAL;;BARRIO 31: CONSTRUCCION DE EDIFICIOS PUBLICOS;"CONSTRUIMOS EDIFICIOS PUBLICOS EN EL BARRIO 31 PARA POTENCIAR EL DESARROLLO DE TODOS LOS VECINOS. ESTO CONTEMPLA NUEVOS ESPACIOS DE FORMACION PROFESIONAL, ASESORAMIENTO EMPRENDEDOR, FORMALIZACION ECONOMICA Y ACCESO AL TRABAJO; CENTROS COMUNITARIOS CON OFERTA DE TALLERES DEL BARRIO Y ATENCION DE ORGANISMOS DE GOBIERNO TANTO NACIONAL COMO DE LA CIUDAD; ESTABLECIMIENTOS EDUCATIVOS PARA GARANTIZAR EL ACCESO A LA EDUCACION, DESDE LA PRIMERA INFANCIA HASTA LA FORMACION DE OFICIOS; Y CENTROS DE SALUD PARA ATENDER A LOS VECINOS DE MANERA INTEGRAL, TENIENDO EN CUENTA PROBLEMATICAS COMO LA ATENCION DE ADICCIONES.";1/1/2016;31/12/2019;OBRAS PUBLICAS/ INTEGRACION SOCIAL Y URBANA/ DERECHOS/ ATENCION AL VECINO/ EDUCACION/ SALUD;RETIRO
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE;REGENERAR EL ESPACIO PUBLICO PARA PROMOVER EL DESARROLLO SOSTENIBLE DE CABA.;ESCALA HUMANA;;APERTURA DE CALLE TRIUNVIRATO (FRAGA);LAS OBRAS DE EXTENSION DE LA AV. TRIUNVIRATO YA SE PUEDEN VER SOBRE LOS TERRENOS FERROVIARIOS. SE REDUCIRAN LOS TIEMPOS DE VIAJE, SE MEJORARA EL TRANSITO, SE AGILIZARA LA CIRCULACION. ADEMAS, SE INTEGRARA LA VILLA FRAGA AL BARRIO DE CHACARITA.;1/6/2016;30/3/2018;OBRAS PUBLICAS/ INTEGRACION SOCIAL Y URBANA;
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE (STRANS - CABA);MEJORAR LA SEGURIDAD VIAL Y A LA ACCESIBILIDAD FISICA.;ESCALA HUMANA;DISFRUTE;CREACION DE NUEVAS BASES DE AGENTES DE TRANSITO;CON EL FIN DE AUMENTAR LA PRESENCIA DE AGENTES DE TRANSITO EN TODA LA CIUDAD, INCORPORAMOS LAS BASES OPERATIVAS EN VILLA LURO (LOPE DE VEGA ENTRE BACACAY Y VIRGILIO) Y EN ZONA NORTE (BAJO AUTOPISTA - LIBERTADOR Y GENERAL PAZ). ESTAS 2 NUEVAS BASES SE SUMAN A LAS 3 EXISTENTES LO QUE PERMITE UNA AMPLIA COBERTURA EN TODO EL TERRITORIO.;2/1/2017;7/12/2017;TRANSPORTE PUBLICO/ SISTEMA INTEGRAL DE SEGURIDAD;VILLA LURO/ NUÑEZ
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE (STRANS - CABA);MOVILIDAD INTELIGENTE: INCENTIVAR A LOS INDIVIDUOS PARA LA TOMA DE DECISIONES EFICIENTES.;ESCALA HUMANA;CREATIVIDAD;CENTRO DE GESTION DE LA MOVILIDAD;"EL CENTRO DE GESTION DE LA MOVILIDAD SE TRATA DE UN CENTRO ESPECIALMENTE EQUIPADO CON COMPONENTES DE ULTIMA TECNOLOGIA QUE PERMITEN CENTRALIZAR EL MANEJO Y MONITOREO DE LOS EQUIPOS CONTROLADORES DE TRANSITO (COMPUTADORAS DE LOS SEMAFOROS; CARTELES DE LEYENDA VARIABLE; CAMARAS DE MONITOREO) DE LA CIUDAD. ES EL LUGAR EN EL QUE SE PROCESA LA INFORMACION, SE CONTROLA Y SE GESTIONAN TODOS LOS ELEMENTOS QUE COMPONEN EL SISTEMA CENTRALIZADO DE TRANSITO. ACTUALMENTE, EL CENTRO DE GESTION DE LA MOVILIDAD CUENTA CON UN SISTEMA DE CAMARAS DE MONITOREO QUE ABARCA MAS DE 2.600 PUNTOS DE LA CIUDAD (2.000 CAMARAS SON DE LA POLICIA METROPOLITANA (INCLUYE 30 DE AUSA) Y 100 DE LA SECRETARIA DE TRANSPORTE). EL MINISTERIO DE MODERNIZACION, INNOVACION Y TECNOLOGIA SUMARA EN LOS PROXIMOS MESES AL CENTRO DE MONITOREO 100 CAMARAS DE DETECCION DE EVENTOS QUE PERMITEN LA CAPTURA DE IMAGENES EN TIEMPO REAL.";1/6/2016;31/10/2018;TRANSPORTE PUBLICO/ GOBIERNO ABIERTO;PARQUE PATRICIOS
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE (STRANS - CABA);MEJORAR LA OFERTA Y CALIDAD DEL TRANSPORTE PUBLICO EN GENERAL PARA POTENCIAR SU USO Y REDUCIR SU IMPACTO AMBIENTAL.;ESCALA HUMANA;;CENTRO DE TRASBORDO FLORES;EL NUEVO CENTRO DE TRASBORDO FLORES QUE MEJORA LA EXPERIENCIA DE VIAJE DE MAS DE 55 MIL PERSONAS TODOS LOS DIAS, CONECTANDO CON EL SUBTE A, ECOBICI, EL FFCC SARMIENTO Y 22 LINEAS DE COLECTIVOS. ESTA OBRA NO SOLO REORDENA LAS PARADAS DE LINEAS DE COLECTIVO, SINO QUE MEJORA LA CIRCULACION DEL TRANSITO, GENERA CRUCES PEATONALES MAS SEGUROS Y PONE EN VALOR EL ENTORNO DE LA PLAZA FLORES.;1/11/2016;31/8/2017;TRANSPORTE PUBLICO/ OBRAS PUBLICAS;FLORES
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE (STRANS - CABA);MEJORAR LA SEGURIDAD VIAL Y A LA ACCESIBILIDAD FISICA.;ESCALA HUMANA;DISFRUTE;CARRILES EXCLUSIVOS EN AV CORDOBA;CON EL OBJETIVO DE PRIORIZAR EL TRANSPORTE PUBLICO, OBTENER MAYOR SEGURIDAD VIAL Y MEJORAR LA CALIDAD AMBIENTAL DE LA ZONA, IMPLEMENTAMOS CARRILES EXCLUSIVOS EN LA AVENIDA CORDOBA. LAS OBRAS DE PUESTA EN VALOR DE LOS CARRILES EXCLUSIVOS SE EXTENDIERON A LO LARGO DE 4,4 KM E INCLUYERON LA INCORPORACION DE UN CORDON AMARILLO PARA LA SEPARACION FISICA DEL TRANSPORTE PUBLICO DE LOS VEHICULOS PARTICULARES PARA GARANTIZAR EL TRANSITO FLUIDO DE LOS PASAJEROS. A SU VEZ, CONTEMPLO LA IMPLEMENTACION DE UN SISTEMA DE CONTROL ELECTRONICO DE PATENTES PARA MONITOREAR SU CORRECTO FUNCIONAMIENTO. AQUELLOS VECINOS QUE TENGAN COCHERAS DENTRO DE LOS CARRILES EXCLUSIVOS DEBEN GESTIONAR DE MANERA GRATUITA UN PERMISO DE ACCESO.;1/2/2016;15/3/2017;ESPACIO PUBLICO/ TRANSPORTE PUBLICO;RECOLETA
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE;REGENERAR EL ESPACIO PUBLICO PARA PROMOVER EL DESARROLLO SOSTENIBLE DE CABA.;ESCALA HUMANA;;CODIGO URBANISTICO;EL CODIGO ES UN INSTRUMENTO DE PLANIFICACION URBANA QUE REGULA Y ORDENA EL TEJIDO Y LOS USOS DEL SUELO DE LA CIUDAD. EN EL SE ESTABLECE QUE, DONDE Y CUANDO SE PUEDE CONSTRUIR. EL PROYECTO PREVEE SU ACTUALIZACION DADO QUE EL CODIGO VIGENTE DATA DE 1977 Y NO ACOMPAÑA LA VISION DE CIUDAD QUE TENEMOS EN LA ACTUALIDAD.;15/12/2016;28/9/2018;OBRAS PUBLICAS;
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE;REGENERAR EL ESPACIO PUBLICO PARA PROMOVER EL DESARROLLO SOSTENIBLE DE CABA.;ESCALA HUMANA;;PARQUE OLIMPICO;SERA UN PREDIO INTERDISCIPLINARIO DEPORTIVO PARA LOS JUEGOS OLIMPICOS DE LA JUVENTUD 2018. UNA VEZ FINALIZADO EL EVENTO, SE CONSERVARA PARA EL USO DE LOS ATLETAS DE TODO EL PAIS.;10/9/2016;30/10/2018;DEPORTES;
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE;REGENERAR EL ESPACIO PUBLICO PARA PROMOVER EL DESARROLLO SOSTENIBLE DE CABA.;ESCALA HUMANA;;CODIGO DE EDIFICACION;CONSISTE EN LA ELABORACION DE UN NUEVO CODIGO DE EDIFICACION QUE CONTEMPLE EN SU REGULACION LA CIUDAD QUE QUEREMOS QUE SEA BUENOS AIRES: SUSTENTABLE, SEGURA Y ACCESIBLE. REEMPLAZARA AL CODIGO VIGENTE QUE DATA DE 1937.;1/2/2017;1/11/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE (STRANS - CABA);MEJORAR LA OFERTA Y CALIDAD DEL TRANSPORTE PUBLICO EN GENERAL PARA POTENCIAR SU USO Y REDUCIR SU IMPACTO AMBIENTAL.;ESCALA HUMANA;;METROBUS DEL BAJO;EL PROYECTO METROBUS DEL BAJO SE EXTIENDE SOBRE LAS AV. ALEM Y PASEO COLON ENTRE LAS CALLES SAN MARTIN E INDEPENCIA. ES EL 8VO. CORREDOR DE LA RED METROBUS CABA, EL CUAL POSEE 2,9KM, BENEFICIANDO A 300 MIL PASAJEROS, 30 LINEAS DE COLECTIVO DISMINUYENDO EL TIEMPO DE VIAJE EN UN 45% Y REVITALIZANDO LOS BARRIOS DE RETIRO, PUERTO MADERO Y SAN TELMO, FAVORECIENDO LA CONEXION NORTE-SUR DE LA CIUDAD.;1/12/2016;8/8/2017;TRANSPORTE PUBLICO/ OBRAS PUBLICAS;SAN TELMO
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE;EJECUTAR EL PLAN PLURIANUAL HIDRAULICO.;ESCALA HUMANA;;SISTEMA HIDROMETEOROLOGICO DE OBSERVACION, VIGILANCIA Y ALERTA (SIHVIGILA);SISTEMA QUE AUMENTA LA CAPACIDAD DE PREDICCION DE MAL TIEMPO EN LA CIUDAD, ADVIRTIENDO SOBRE PROBABLES INUNDACIONES Y MEJORANDO EL MANEJO DE SITUACIONES DE EMERGENCIA.;31/10/2016;1/11/2019;ESPACIO PUBLICO/ SISTEMA INTEGRAL DE SEGURIDAD;TODOS LOS BARRIOS
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE (STRANS - CABA);MEJORAR LA SEGURIDAD VIAL Y A LA ACCESIBILIDAD FISICA.;ESCALA HUMANA;DISFRUTE;MEJORA DE LA SEGURIDAD PEATONAL Y VEHICULAR EN AV CORDOBA Y GASCON;EL PRINCIPAL OBJETIVO DEL PROYECTO ES MEJORAR LA SEGURIDAD TANTO PEATONAL COMO VEHICULAR A TRAVES DE LA PROLONGACION DE LA ESQUINA. ESTO GENERA CRUCES PEATONALES MAS CORTOS Y VISIBLES Y ELIMINA ENTRECRUZAMIENTOS PELIGROSOS DE LOS VEHICULOS QUE CIRCULAN POR AV. CORDOBA, BENEFICIANDO CERCA DE 10 MIL PERSONAS.;1/4/2016;30/9/2016;ESPACIO PUBLICO/ TRANSPORTE PUBLICO/ SISTEMA INTEGRAL DE SEGURIDAD;
